DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4,%Minority
27Q400,AUGUST MARTIN HIGH SCHOOL,All Students,2017-18,334,96,99,63,76,142,42.5%,192,57.5%,34,,229,0.6859999999999999,45,0.135,,,,,,,,,,,,,,,,,,,,,,,,,59,23,39.0%,21,35.6%,,,,,,,57,39,68.4%,16,28.1%,,,,,,,0.821
02M507,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,All Students,2017-18,445,114,116,112,103,91,20.4%,353,79.3%,37,,130,0.292,235,0.528,20,4.5%,23,5.2%,,,,,,,,,,,,,,,,,,,,,106,15,14.2%,35,33.0%,44,41.5%,12,11.3%,56,52.8%,97,25,25.8%,55,56.7%,,,,,,,0.8200000000000001
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,All Students,2017-18,315,112,68,58,77,172,54.6%,142,45.1%,26,,155,0.49200000000000005,103,0.327,18,5.7%,13,4.1%,,,,,,,,,,,,,,,,,,,,,83,,,41,49.4%,22,26.5%,,,,,83,29,34.9%,42,50.6%,,,,,,,0.8190000000000001
01M292,ORCHARD COLLEGIATE ACADEMY,All Students,2017-18,171,72,40,30,29,81,47.4%,90,52.6%,19,,43,0.251,97,0.5670000000000001,,,,,,,,,,,,,,,,,,,,,,,,,70,10,14.3%,35,50.0%,19,27.1%,6,8.6%,25,35.7%,65,36,55.4%,26,40.0%,,,,,,,0.8180000000000001
08X558,WESTCHESTER SQUARE ACADEMY,All Students,2017-18,609,187,137,139,146,286,47.0%,323,53.0%,30,,140,0.23,358,0.588,13,2.1%,68,11.2%,,,,,,,,,,,,,,,,,,,,,131,32,24.4%,42,32.1%,46,35.1%,11,8.4%,57,43.5%,119,56,47.1%,52,43.7%,,,,,,,0.818
02M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,All Students,2017-18,367,108,98,80,81,207,56.4%,160,43.6%,23,,127,0.34600000000000003,173,0.47100000000000003,15,4.1%,29,7.9%,,,,,,,,,,,,,,,,,,,,,96,13,13.5%,37,38.5%,39,40.6%,7,7.3%,46,47.9%,83,40,48.2%,32,38.6%,,,,,,,0.8170000000000001
29Q326,CAMBRIA HEIGHTS ACADEMY,All Students,2017-18,353,98,81,93,81,175,49.6%,178,50.4%,32,,262,0.742,26,0.07400000000000001,27,7.6%,6,1.7%,,,,,,,,,,,,,,,,,,,,,81,25,30.9%,31,38.3%,,,,,,,64,33,51.6%,25,39.1%,,,,,,,0.8160000000000001
19K683,"THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, W",All Students,2017-18,287,50,80,75,82,164,57.1%,123,42.9%,34,,139,0.484,95,0.331,6,2.1%,13,4.5%,,,,,,,,,,,,,,,,,,,,,33,11,33.3%,11,33.3%,,,,,,,34,18,52.9%,15,44.1%,,,,,,,0.815
02M531,REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS,All Students,2017-18,242,60,56,61,65,199,82.2%,43,17.8%,,,82,0.33899999999999997,115,0.475,,,26,10.7%,,,,,,,,,,,,,,,,,,,,,49,,,20,40.8%,19,38.8%,,,,,38,10,26.3%,18,47.4%,,,,,,,0.814
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,All Students,2017-18,251,91,62,52,46,99,39.4%,152,60.6%,33,,51,0.203,153,0.61,,,,,,,,,,,,,,,,,,,,,,,,,72,31,43.1%,22,30.6%,,,,,,,75,42,56.0%,25,33.3%,,,,,,,0.813
11X542,PELHAM PREPARATORY ACADEMY,All Students,2017-18,501,128,125,122,126,264,52.7%,237,47.3%,32,,141,0.281,266,0.531,15,3.0%,47,9.4%,,,,,,,,,,,,,,,,,,,,,108,17,15.7%,53,49.1%,25,23.1%,13,12.0%,38,35.2%,101,49,48.5%,36,35.6%,,,,,,,0.812
02M439,MANHATTAN VILLAGE ACADEMY,All Students,2017-18,456,106,114,110,126,273,59.9%,183,40.1%,41,,62,0.136,308,0.675,6,1.3%,39,8.6%,,,,,,,,,,,,,,,,,,,,,93,,,27,29.0%,48,51.6%,,,,,70,18,25.7%,19,27.1%,24,34.3%,9,12.9%,33,47.1%,0.811
08X320,PELHAM LAB HIGH SCHOOL,All Students,2017-18,466,166,119,106,75,213,45.7%,253,54.3%,34,,108,0.23199999999999998,270,0.579,18,3.9%,36,7.7%,,,,,,,,,,,,,,,,,,,,,100,24,24.0%,49,49.0%,20,20.0%,7,7.0%,27,27.0%,98,61,62.2%,30,30.6%,,,,,,,0.8109999999999999
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHT,All Students,2017-18,420,103,116,92,109,295,70.2%,125,29.8%,40,,284,0.6759999999999999,56,0.133,26,6.2%,14,3.3%,,,,,,,,,,,,,,,,,,,,,84,,,42,50.0%,26,31.0%,,,,,69,27,39.1%,34,49.3%,,,,,,,0.8089999999999999
25Q540,QUEENS ACADEMY HIGH SCHOOL,All Students,2017-18,371,,139,96,136,139,37.5%,232,62.5%,41,,141,0.38,158,0.426,13,3.5%,18,4.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806
27Q324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAI,All Students,2017-18,303,85,75,69,74,128,42.2%,175,57.8%,13,,141,0.465,103,0.34,17,5.6%,29,9.6%,,,,,,,,,,,,,,,,,,,,,54,,,24,44.4%,15,27.8%,,,,,42,24,57.1%,18,42.9%,,,,,,,0.805
11X299,ASTOR COLLEGIATE ACADEMY,All Students,2017-18,476,165,149,92,70,210,44.1%,266,55.9%,34,,142,0.298,239,0.502,13,2.7%,48,10.1%,,,,,,,,,,,,,,,,,,,,,104,28,26.9%,45,43.3%,23,22.1%,8,7.7%,31,29.8%,99,52,52.5%,31,31.3%,,,,,,,0.8
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNE",All Students,2017-18,415,78,89,117,131,153,36.9%,262,63.1%,57,,277,0.667,55,0.133,19,4.6%,7,1.7%,,,,,,,,,,,,,,,,,,,,,56,,,32,57.1%,12,21.4%,,,,,48,23,47.9%,19,39.6%,,,,,,,0.8
25Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,All Students,2017-18,207,52,74,53,28,94,45.4%,113,54.6%,,,87,0.42,78,0.377,,,20,9.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7969999999999999
02M400,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES,All Students,2017-18,1194,299,296,285,314,608,50.9%,586,49.1%,145,,196,0.16399999999999998,756,0.633,18,1.5%,79,6.6%,,,,,,,,,,,,,,,,,,,,,288,57,19.8%,104,36.1%,88,30.6%,39,13.5%,127,44.1%,243,96,39.5%,83,34.2%,48,19.8%,16,6.6%,64,26.3%,0.7969999999999999
02M560,HIGH SCHOOL M560 - CITY AS SCHOOL,All Students,2017-18,627,,85,253,289,343,54.7%,284,45.3%,29,,234,0.373,264,0.42100000000000004,15,2.4%,85,13.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.794
19K639,BROOKLYN LAB SCHOOL,All Students,2017-18,384,101,121,81,81,173,45.1%,211,54.9%,55,,111,0.289,194,0.505,8,2.1%,16,4.2%,,,,,,,,,,,,,,,,,,,,,66,27,40.9%,23,34.8%,,,,,,,68,46,67.6%,20,29.4%,,,,,,,0.794
22K555,BROOKLYN COLLEGE ACADEMY,All Students,2017-18,622,162,159,157,144,397,63.8%,223,35.9%,61,,420,0.675,72,0.11599999999999999,43,6.9%,26,4.2%,,,,,,,,,,,,,,,,,,,,,153,8,5.2%,30,19.6%,62,40.5%,53,34.6%,115,75.2%,125,23,18.4%,40,32.0%,41,32.8%,21,16.8%,62,49.6%,0.791
02M294,ESSEX STREET ACADEMY,All Students,2017-18,340,93,86,78,83,188,55.3%,152,44.7%,21,,130,0.382,139,0.409,30,8.8%,20,5.9%,,,,,,,,,,,,,,,,,,,,,63,8,12.7%,34,54.0%,15,23.8%,6,9.5%,21,33.3%,56,23,41.1%,25,44.6%,,,,,,,0.7909999999999999
27Q261,VOYAGES PREP - SOUTH QUEENS,All Students,2017-18,299,255,,,44,133,44.5%,166,55.5%,28,,184,0.615,52,0.174,16,5.4%,19,6.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7889999999999999
02M533,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,All Students,2017-18,398,126,109,85,78,275,69.1%,122,30.7%,50,,82,0.20600000000000002,231,0.58,11,2.8%,24,6.0%,,,,,,,,,,,,,,,,,,,,,92,,,46,50.0%,24,26.1%,,,,,87,37,42.5%,37,42.5%,,,,,,,0.786
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,All Students,2017-18,256,79,73,43,61,130,50.8%,126,49.2%,12,,117,0.457,84,0.32799999999999996,11,4.3%,32,12.5%,,,,,,,,,,,,,,,,,,,,,50,,,18,36.0%,15,30.0%,,,,,45,20,44.4%,16,35.6%,,,,,,,0.7849999999999999
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,All Students,2017-18,522,143,127,122,130,271,51.9%,251,48.1%,40,,247,0.473,161,0.308,7,1.3%,67,12.8%,,,,,,,,,,,,,,,,,,,,,129,25,19.4%,56,43.4%,40,31.0%,8,6.2%,48,37.2%,92,37,40.2%,49,53.3%,,,,,,,0.7809999999999999
04M555,CENTRAL PARK EAST HIGH SCHOOL,All Students,2017-18,496,136,122,111,127,317,63.9%,179,36.1%,70,,131,0.264,256,0.516,12,2.4%,27,5.4%,,,,,,,,,,,,,,,,,,,,,124,6,4.8%,25,20.2%,53,42.7%,40,32.3%,93,75.0%,90,11,12.2%,24,26.7%,36,40.0%,19,21.1%,55,61.1%,0.78
02M546,ACADEMY FOR SOFTWARE ENGINEERING,All Students,2017-18,460,124,124,97,115,88,19.1%,372,80.9%,35,,105,0.228,254,0.552,18,3.9%,48,10.4%,,,,,,,,,,,,,,,,,,,,,107,14,13.1%,43,40.2%,36,33.6%,14,13.1%,50,46.7%,89,34,38.2%,33,37.1%,,,,,,,0.78
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH,All Students,2017-18,313,89,86,71,67,209,66.8%,104,33.2%,42,,120,0.38299999999999995,124,0.396,19,6.1%,8,2.6%,,,,,,,,,,,,,,,,,,,,,62,17,27.4%,27,43.5%,,,,,,,57,29,50.9%,23,40.4%,,,,,,,0.7789999999999999
25Q460,FLUSHING HIGH SCHOOL,All Students,2017-18,1692,568,486,356,282,764,45.2%,928,54.8%,285,,345,0.204,973,0.575,39,2.3%,50,3.0%,,,,,,,,,,,,,,,,,,,,,377,75,19.9%,166,44.0%,121,32.1%,15,4.0%,136,36.1%,319,143,44.8%,130,40.8%,36,11.3%,10,3.1%,46,14.4%,0.7789999999999999
11X513,NEW WORLD HIGH SCHOOL,All Students,2017-18,403,124,105,99,75,204,50.6%,199,49.4%,40,,49,0.122,264,0.655,10,2.5%,40,9.9%,,,,,,,,,,,,,,,,,,,,,61,35,57.4%,22,36.1%,,,,,,,79,50,63.3%,24,30.4%,,,,,,,0.777
02M550,LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS,All Students,2017-18,427,133,124,77,93,174,40.7%,253,59.3%,,,104,0.244,227,0.532,,,47,11.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,100.0%,,,,,,,,,0.776
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORM,All Students,2017-18,397,125,106,77,89,134,33.8%,263,66.2%,60,,248,0.625,59,0.149,20,5.0%,10,2.5%,,,,,,,,,,,,,,,,,,,,,91,24,26.4%,43,47.3%,18,19.8%,6,6.6%,24,26.4%,76,43,56.6%,28,36.8%,,,,,,,0.774
31R450,CURTIS HIGH SCHOOL,All Students,2017-18,2587,828,848,513,398,1437,55.5%,1150,44.5%,166,,934,0.361,1051,0.406,49,1.9%,387,15.0%,,,,,,,,,,,,,,,,,,,,,573,107,18.7%,232,40.5%,178,31.1%,56,9.8%,234,40.8%,519,261,50.3%,191,36.8%,59,11.4%,8,1.5%,67,12.9%,0.767
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,All Students,2017-18,298,70,86,75,67,,,,,,,187,0.628,41,0.138,,,38,12.8%,,,,,,,,,,,,,,,,,,,,,61,,,26,42.6%,21,34.4%,,,,,59,33,55.9%,20,33.9%,,,,,,,0.766
30Q450,LONG ISLAND CITY HIGH SCHOOL,All Students,2017-18,2256,963,618,400,275,1182,52.4%,1074,47.6%,342,,235,0.10400000000000001,1485,0.6579999999999999,47,2.1%,147,6.5%,,,,,,,,,,,,,,,,,,,,,575,97,16.9%,262,45.6%,176,30.6%,40,7.0%,216,37.6%,537,216,40.2%,228,42.5%,85,15.8%,8,1.5%,93,17.3%,0.7619999999999999
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,All Students,2017-18,242,80,78,53,31,37,15.3%,204,84.3%,16,,115,0.475,69,0.285,11,4.5%,31,12.8%,,,,,,,,,,,,,,,,,,,,,62,16,25.8%,33,53.2%,,,,,,,53,29,54.7%,15,28.3%,,,,,,,0.76
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,All Students,2017-18,616,157,153,157,149,279,45.3%,337,54.7%,80,,211,0.34299999999999997,248,0.40299999999999997,13,2.1%,64,10.4%,,,,,,,,,,,,,,,,,,,,,129,15,11.6%,43,33.3%,55,42.6%,16,12.4%,71,55.0%,103,32,31.1%,41,39.8%,24,23.3%,6,5.8%,30,29.1%,0.746
28Q338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,All Students,2017-18,208,37,78,59,34,103,49.5%,105,50.5%,17,,116,0.5579999999999999,38,0.183,23,11.1%,14,6.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7409999999999999
08X282,WOMEN'S ACADEMY OF EXCELLENCE,All Students,2017-18,281,67,81,76,57,,,,,30,,115,0.409,93,0.331,10,3.6%,33,11.7%,,,,,,,,,,,,,,,,,,,,,42,14,33.3%,21,50.0%,,,,,,,42,29,69.0%,13,31.0%,,,,,,,0.74
01M450,EAST SIDE COMMUNITY SCHOOL,All Students,2017-18,385,95,100,93,97,181,47.0%,204,53.0%,48,,74,0.192,210,0.545,12,3.1%,41,10.6%,,,,,,,,,,,,,,,,,,,,,69,,,30,43.5%,27,39.1%,,,,,68,,,34,50.0%,16,23.5%,,,,,0.7370000000000001
02M519,TALENT UNLIMITED HIGH SCHOOL,All Students,2017-18,478,129,135,100,114,381,79.7%,97,20.3%,17,,147,0.308,205,0.429,41,8.6%,68,14.2%,,,,,,,,,,,,,,,,,,,,,111,,,33,29.7%,55,49.5%,,,,,89,25,28.1%,36,40.4%,22,24.7%,6,6.7%,28,31.5%,0.737
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH,All Students,2017-18,792,326,226,92,148,164,20.7%,628,79.3%,41,,212,0.268,368,0.465,17,2.1%,154,19.4%,,,,,,,,,,,,,,,,,,,,,218,65,29.8%,96,44.0%,,,,,,,214,123,57.5%,69,32.2%,,,,,,,0.7330000000000001
02M630,ART AND DESIGN HIGH SCHOOL,All Students,2017-18,1447,376,417,402,252,919,63.5%,528,36.5%,100,,242,0.16699999999999998,817,0.565,72,5.0%,216,14.9%,,,,,,,,,,,,,,,,,,,,,272,17,6.3%,81,29.8%,114,41.9%,60,22.1%,174,64.0%,216,60,27.8%,96,44.4%,53,24.5%,7,3.2%,60,27.8%,0.732
04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,All Students,2017-18,1625,426,429,378,392,807,49.7%,816,50.2%,312,,299,0.184,884,0.544,50,3.1%,80,4.9%,,,,,,,,,,,,,,,,,,,,,388,42,10.8%,56,14.4%,150,38.7%,140,36.1%,290,74.7%,291,44,15.1%,67,23.0%,105,36.1%,75,25.8%,180,61.9%,0.728
02M282,URBAN ASSEMBLY MAKER ACADEMY,All Students,2017-18,386,137,99,71,79,113,29.3%,273,70.7%,40,,101,0.262,180,0.466,25,6.5%,40,10.4%,,,,,,,,,,,,,,,,,,,,,95,,,43,45.3%,35,36.8%,,,,,90,41,45.6%,35,38.9%,,,,,,,0.728
24Q293,CIVIC LEADERSHIP ACADEMY,All Students,2017-18,529,161,152,104,112,278,52.6%,249,47.1%,66,,34,0.064,351,0.664,45,8.5%,33,6.2%,,,,,,,,,,,,,,,,,,,,,123,21,17.1%,36,29.3%,52,42.3%,14,11.4%,66,53.7%,116,32,27.6%,51,44.0%,27,23.3%,6,5.2%,33,28.4%,0.728
02M438,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,All Students,2017-18,360,82,101,88,89,152,42.2%,208,57.8%,65,,66,0.183,196,0.544,,,,,,,,,,,,,,,,,,,,,,,,,21,16,76.2%,,,,,,,,,38,27,71.1%,10,26.3%,,,,,,,0.7270000000000001
31R470,CONCORD HIGH SCHOOL,All Students,2017-18,172,8,63,66,35,87,50.6%,85,49.4%,,,49,0.285,76,0.442,,,40,23.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.727
08X405,HERBERT H. LEHMAN HIGH SCHOOL,All Students,2017-18,732,305,158,163,106,277,37.8%,455,62.2%,112,,172,0.235,358,0.489,13,1.8%,77,10.5%,,,,,,,,,,,,,,,,,,,,,184,47,25.5%,64,34.8%,57,31.0%,16,8.7%,73,39.7%,173,92,53.2%,57,32.9%,,,,,,,0.724
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,All Students,2017-18,1007,297,289,219,202,220,21.8%,787,78.2%,196,,118,0.11699999999999999,594,0.59,13,1.3%,86,8.5%,,,,,,,,,,,,,,,,,,,,,238,44,18.5%,108,45.4%,79,33.2%,7,2.9%,86,36.1%,229,93,40.6%,93,40.6%,37,16.2%,6,2.6%,43,18.8%,0.707
02M534,HARVEST COLLEGIATE HIGH SCHOOL,All Students,2017-18,487,127,123,120,117,270,55.4%,217,44.6%,31,,119,0.244,224,0.46,18,3.7%,95,19.5%,,,,,,,,,,,,,,,,,,,,,105,14,13.3%,43,41.0%,36,34.3%,12,11.4%,48,45.7%,86,33,38.4%,39,45.3%,,,,,,,0.704
25Q240,VERITAS ACADEMY,All Students,2017-18,558,160,178,107,113,284,50.9%,274,49.1%,87,,70,0.125,323,0.579,23,4.1%,55,9.9%,,,,,,,,,,,,,,,,,,,,,124,22,17.7%,58,46.8%,35,28.2%,9,7.3%,44,35.5%,113,37,32.7%,56,49.6%,,,,,,,0.704
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,All Students,2017-18,303,96,73,81,53,156,51.5%,147,48.5%,36,,110,0.363,103,0.34,8,2.6%,46,15.2%,,,,,,,,,,,,,,,,,,,,,77,15,19.5%,36,46.8%,19,24.7%,7,9.1%,26,33.8%,75,40,53.3%,28,37.3%,,,,,,,0.7030000000000001
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,All Students,2017-18,417,96,117,97,107,171,41.0%,246,59.0%,72,,97,0.233,196,0.47,7,1.7%,45,10.8%,,,,,,,,,,,,,,,,,,,,,27,17,63.0%,8,29.6%,,,,,,,51,38,74.5%,11,21.6%,,,,,,,0.703
02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,All Students,2017-18,722,,276,283,163,305,42.2%,417,57.8%,164,,216,0.299,289,0.4,10,1.4%,43,6.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6990000000000001
26Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND T",All Students,2017-18,1073,313,280,248,232,524,48.8%,549,51.2%,222,,592,0.552,154,0.14400000000000002,34,3.2%,71,6.6%,,,,,,,,,,,,,,,,,,,,,229,41,17.9%,104,45.4%,76,33.2%,8,3.5%,84,36.7%,188,80,42.6%,89,47.3%,,,,,,,0.6960000000000001
24Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,All Students,2017-18,417,127,112,86,92,230,55.2%,187,44.8%,48,,37,0.08900000000000001,253,0.607,16,3.8%,63,15.1%,,,,,,,,,,,,,,,,,,,,,104,17,16.3%,47,45.2%,34,32.7%,6,5.8%,40,38.5%,94,34,36.2%,47,50.0%,,,,,,,0.696
02M420,HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVI,All Students,2017-18,1819,515,529,401,374,1294,71.1%,525,28.9%,386,,292,0.161,972,0.534,32,1.8%,137,7.5%,,,,,,,,,,,,,,,,,,,,,428,45,10.5%,120,28.0%,175,40.9%,88,20.6%,263,61.4%,332,88,26.5%,118,35.5%,98,29.5%,28,8.4%,126,38.0%,0.6950000000000001
24Q485,GROVER CLEVELAND HIGH SCHOOL,All Students,2017-18,1775,519,493,411,352,771,43.4%,1004,56.6%,173,,98,0.055,1131,0.637,37,2.1%,336,18.9%,,,,,,,,,,,,,,,,,,,,,319,81,25.4%,126,39.5%,97,30.4%,15,4.7%,112,35.1%,302,123,40.7%,132,43.7%,38,12.6%,9,3.0%,47,15.6%,0.6920000000000001
28Q325,HILLSIDE ARTS & LETTERS ACADEMY,All Students,2017-18,467,106,117,122,122,257,55.0%,210,45.0%,106,,193,0.413,128,0.27399999999999997,33,7.1%,7,1.5%,,,,,,,,,,,,,,,,,,,,,91,29,31.9%,41,45.1%,,,,,,,78,47,60.3%,27,34.6%,,,,,,,0.6869999999999999
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,All Students,2017-18,239,31,64,68,76,125,52.3%,114,47.7%,,,27,0.113,137,0.573,74,31.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6859999999999999
02M489,HIGH SCHOOL OF ECONOMICS AND FINANCE,All Students,2017-18,738,219,210,144,165,302,40.9%,436,59.1%,160,,175,0.237,331,0.449,18,2.4%,54,7.3%,,,,,,,,,,,,,,,,,,,,,187,30,16.0%,77,41.2%,67,35.8%,13,7.0%,80,42.8%,168,49,29.2%,79,47.0%,32,19.0%,8,4.8%,40,23.8%,0.6859999999999999
02M459,MANHATTAN INTERNATIONAL HIGH SCHOOL,All Students,2017-18,337,90,90,81,76,151,44.8%,186,55.2%,59,,50,0.14800000000000002,181,0.537,,,,,,,,,,,,,,,,,,,,,,,,,30,26,86.7%,,,,,,,,,48,33,68.8%,13,27.1%,,,,,,,0.685
02M565,URBAN ACADEMY LABORATORY HIGH SCHOOL,All Students,2017-18,160,11,29,106,14,100,62.5%,60,37.5%,,,49,0.306,60,0.375,,,42,26.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.681
10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,All Students,2017-18,729,219,191,149,170,354,48.6%,375,51.4%,,,72,0.099,417,0.5720000000000001,,,179,24.6%,,,,,,,,,,,,,,,,,,,,,166,36,21.7%,62,37.3%,51,30.7%,17,10.2%,68,41.0%,124,44,35.5%,61,49.2%,,,,,,,0.671
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,All Students,2017-18,565,151,136,138,140,290,51.3%,275,48.7%,33,,69,0.122,309,0.547,39,6.9%,115,20.4%,,,,,,,,,,,,,,,,,,,,,131,18,13.7%,39,29.8%,59,45.0%,15,11.5%,74,56.5%,113,33,29.2%,49,43.4%,24,21.2%,7,6.2%,31,27.4%,0.669
31R445,PORT RICHMOND HIGH SCHOOL,All Students,2017-18,1549,334,418,347,450,742,47.9%,807,52.1%,114,,353,0.228,682,0.44,28,1.8%,372,24.0%,,,,,,,,,,,,,,,,,,,,,279,76,27.2%,92,33.0%,88,31.5%,23,8.2%,111,39.8%,248,124,50.0%,82,33.1%,,,,,,,0.668
01M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,All Students,2017-18,465,160,130,94,81,198,42.6%,267,57.4%,141,,100,0.215,206,0.44299999999999995,,,,,,,,,,,,,,,,,,,,,,,,,137,23,16.8%,57,41.6%,48,35.0%,9,6.6%,57,41.6%,115,46,40.0%,40,34.8%,19,16.5%,10,8.7%,29,25.2%,0.6579999999999999
24Q455,NEWTOWN HIGH SCHOOL,All Students,2017-18,1921,479,496,436,510,751,39.1%,1170,60.9%,509,,143,0.07400000000000001,1118,0.5820000000000001,43,2.2%,108,5.6%,,,,,,,,,,,,,,,,,,,,,290,72,24.8%,120,41.4%,81,27.9%,17,5.9%,98,33.8%,283,124,43.8%,117,41.3%,32,11.3%,10,3.5%,42,14.8%,0.6560000000000001
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,All Students,2017-18,205,32,84,39,50,91,44.4%,114,55.6%,,,66,0.322,68,0.332,,,53,25.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.654
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",All Students,2017-18,497,119,140,121,117,214,43.1%,283,56.9%,100,,23,0.046,301,0.606,7,1.4%,66,13.3%,,,,,,,,,,,,,,,,,,,,,113,16,14.2%,42,37.2%,42,37.2%,13,11.5%,55,48.7%,89,27,30.3%,41,46.1%,,,,,,,0.652
02M422,QUEST TO LEARN,All Students,2017-18,364,103,117,79,65,124,34.1%,240,65.9%,34,,79,0.217,156,0.429,13,3.6%,82,22.5%,,,,,,,,,,,,,,,,,,,,,85,,,41,48.2%,25,29.4%,,,,,76,34,44.7%,31,40.8%,,,,,,,0.646
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,All Students,2017-18,363,103,94,96,70,160,44.1%,203,55.9%,58,,25,0.069,208,0.573,7,1.9%,65,17.9%,,,,,,,,,,,,,,,,,,,,,34,18,52.9%,13,38.2%,,,,,,,63,41,65.1%,18,28.6%,,,,,,,0.6419999999999999
30Q258,ENERGY TECH HIGH SCHOOL,All Students,2017-18,511,124,115,110,162,128,25.0%,383,75.0%,93,,49,0.096,278,0.544,23,4.5%,68,13.3%,,,,,,,,,,,,,,,,,,,,,105,15,14.3%,38,36.2%,40,38.1%,12,11.4%,52,49.5%,98,22,22.4%,40,40.8%,30,30.6%,6,6.1%,36,36.7%,0.64
05M362,COLUMBIA SECONDARY SCHOOL,All Students,2017-18,403,112,110,90,91,204,50.6%,199,49.4%,42,,85,0.21100000000000002,172,0.42700000000000005,10,2.5%,94,23.3%,,,,,,,,,,,,,,,,,,,,,101,,,,,44,43.6%,49,48.5%,93,92.1%,16,,,,,,,6,37.5%,,,0.6380000000000001
