DBN,School Name,Category,Year,Total Enrollment,#Grade 9,#Grade 10,#Grade 11,#Grade 12,#Female,%Female,#Male,%Male,#Asian,%Asian,#Black,%Black,#Hispanic,%Hispanic,#Other,%Other,#White,%White,#ELL Spanish,%ELL Spanish,#ELL Chinese,%ELL Chinese,#ELL Bengali,%ELL Bengali,#ELL Arabic,%ELL Arabic,#ELL Haitian Creole,%ELL Haitian Creole,#ELL French,%ELL French,#ELL Russian,%ELL Russian,#ELL Korean,%ELL Korean,#ELL Urdu,%ELL Urdu,#ELL Other,%ELL Other,ELA #Test Takers,ELA #Level 1,ELA %Level 1,ELA #Level 2,ELA %Level 2,ELA #Level 3,ELA %Level 3,ELA #Level 4,ELA %Level 4,ELA #L3+L4,ELA %L3+L4,Math #Test Takers,Math #Level 1,Math %Level 1,Math #Level 2,Math %Level 2,Math #Level 3,Math %Level 3,Math #Level 4,Math %Level 4,Math #L3+L4,Math %L3+L4,%Minority
03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,All Students,2017-18,500,11,229,179,81,239,47.8%,261,52.2%,,,136,0.272,338,0.6759999999999999,,,20,4.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,All Students,2017-18,356,131,73,72,80,261,73.3%,95,26.7%,,,120,0.337,217,0.61,,,,,,,,,,,,,,,,,,,,,,,,,106,12,11.3%,41,38.7%,41,38.7%,12,11.3%,53,50.0%,93,41,44.1%,38,40.9%,,,,,,,0.9470000000000001
10X434,BELMONT PREPARATORY HIGH SCHOOL,All Students,2017-18,402,121,106,75,100,215,53.5%,187,46.5%,11,,89,0.221,292,0.726,,,,,,,,,,,,,,,,,,,,,,,,,102,31,30.4%,57,55.9%,,,,,,,93,53,57.0%,35,37.6%,,,,,,,0.947
09X227,BRONX COLLEGIATE ACADEMY,All Students,2017-18,396,117,116,91,72,200,50.5%,196,49.5%,12,,80,0.20199999999999999,295,0.745,,,,,,,,,,,,,,,,,,,,,,,,,86,27,31.4%,40,46.5%,,,,,,,83,56,67.5%,25,30.1%,,,,,,,0.947
07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,All Students,2017-18,491,141,127,112,111,303,61.7%,188,38.3%,9,,191,0.389,274,0.5579999999999999,8,1.6%,9,1.8%,,,,,,,,,,,,,,,,,,,,,88,30,34.1%,32,36.4%,,,,,,,80,48,60.0%,28,35.0%,,,,,,,0.947
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,All Students,2017-18,410,120,104,96,90,81,19.8%,329,80.2%,11,,106,0.259,282,0.688,,,,,,,,,,,,,,,,,,,,,,,,,95,33,34.7%,35,36.8%,19,20.0%,8,8.4%,27,28.4%,84,51,60.7%,30,35.7%,,,,,,,0.947
18K635,OLYMPUS ACADEMY,All Students,2017-18,206,25,87,32,62,100,48.5%,106,51.5%,,,183,0.888,12,0.057999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.946
10X546,BRONX THEATRE HIGH SCHOOL,All Students,2017-18,389,126,117,93,53,279,71.7%,110,28.3%,6,,112,0.28800000000000003,256,0.6579999999999999,7,1.8%,8,2.1%,,,,,,,,,,,,,,,,,,,,,88,22,25.0%,43,48.9%,,,,,,,78,53,67.9%,24,30.8%,,,,,,,0.946
23K697,TEACHERS PREPARATORY HIGH SCHOOL,All Students,2017-18,200,40,46,52,62,111,55.5%,89,44.5%,,,152,0.76,37,0.185,,,6,3.0%,,,,,,,,,,,,,,,,,,,,,13,8,61.5%,,,,,,,,,14,10,71.4%,,,,,,,,,0.9450000000000001
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,All Students,2017-18,344,95,91,83,75,190,55.2%,154,44.8%,9,,76,0.221,249,0.7240000000000001,,,,,,,,,,,,,,,,,,,,,,,,,81,,,33,40.7%,37,45.7%,,,,,54,28,51.9%,17,31.5%,,,,,,,0.9450000000000001
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,All Students,2017-18,364,54,90,100,120,170,46.7%,194,53.3%,,,69,0.19,275,0.755,,,11,3.0%,,,,,,,,,,,,,,,,,,,,,37,15,40.5%,17,45.9%,,,,,,,39,29,74.4%,7,17.9%,,,,,,,0.9450000000000001
10X243,WEST BRONX ACADEMY FOR THE FUTURE,All Students,2017-18,326,117,104,66,39,151,46.3%,175,53.7%,8,,52,0.16,256,0.785,,,,,,,,,,,,,,,,,,,,,,,,,76,15,19.7%,32,42.1%,22,28.9%,7,9.2%,29,38.2%,76,42,55.3%,28,36.8%,,,,,,,0.9450000000000001
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,All Students,2017-18,254,70,79,59,46,121,47.6%,133,52.4%,7,,96,0.37799999999999995,144,0.5670000000000001,,,,,,,,,,,,,,,,,,,,,,,,,30,10,33.3%,11,36.7%,,,,,,,29,19,65.5%,10,34.5%,,,,,,,0.9450000000000001
16K765,NELSON MANDELA HIGH SCHOOL,All Students,2017-18,273,58,67,80,68,114,41.8%,159,58.2%,,,228,0.835,30,0.11,9,3.3%,,,,,,,,,,,,,,,,,,,,,,,34,13,38.2%,15,44.1%,,,,,,,31,20,64.5%,9,29.0%,,,,,,,0.945
10X284,BRONX SCHOOL OF LAW AND FINANCE,All Students,2017-18,380,141,83,71,85,171,45.0%,209,55.0%,,,97,0.255,262,0.6890000000000001,,,12,3.2%,,,,,,,,,,,,,,,,,,,,,83,31,37.3%,33,39.8%,,,,,,,76,49,64.5%,24,31.6%,,,,,,,0.9440000000000001
18K563,IT TAKES A VILLAGE ACADEMY,All Students,2017-18,730,185,209,186,150,312,42.7%,418,57.3%,16,,637,0.873,51,0.07,16,2.2%,10,1.4%,,,,,,,,,,,,,,,,,,,,,141,25,17.7%,64,45.4%,42,29.8%,10,7.1%,52,36.9%,132,62,47.0%,49,37.1%,,,,,,,0.9430000000000001
16K455,BOYS AND GIRLS HIGH SCHOOL,All Students,2017-18,428,185,104,83,56,144,33.6%,284,66.4%,6,,359,0.8390000000000001,44,0.10300000000000001,11,2.6%,8,1.9%,,,,,,,,,,,,,,,,,,,,,86,33,38.4%,47,54.7%,,,,,,,81,54,66.7%,23,28.4%,,,,,,,0.9420000000000001
05M157,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,All Students,2017-18,241,75,54,48,64,116,48.1%,125,51.9%,,,112,0.465,115,0.47700000000000004,,,,,,,,,,,,,,,,,,,,,,,,,43,13,30.2%,24,55.8%,,,,,,,43,30,69.8%,10,23.3%,,,,,,,0.9420000000000001
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,All Students,2017-18,512,134,132,132,114,276,53.9%,236,46.1%,9,,228,0.445,254,0.496,10,2.0%,11,2.1%,,,,,,,,,,,,,,,,,,,,,120,23,19.2%,51,42.5%,38,31.7%,8,6.7%,46,38.3%,109,57,52.3%,35,32.1%,,,,,,,0.9410000000000001
17K600,CLARA BARTON HIGH SCHOOL,All Students,2017-18,1221,397,322,242,260,888,72.7%,333,27.3%,16,,1063,0.871,85,0.07,43,3.5%,14,1.1%,,,,,,,,,,,,,,,,,,,,,276,48,17.4%,120,43.5%,93,33.7%,15,5.4%,108,39.1%,261,128,49.0%,99,37.9%,,,,,,,0.9410000000000001
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,All Students,2017-18,409,120,129,82,78,228,55.7%,181,44.3%,7,,111,0.271,274,0.67,6,1.5%,11,2.7%,,,,,,,,,,,,,,,,,,,,,104,,,44,42.3%,30,28.8%,,,,,94,57,60.6%,32,34.0%,,,,,,,0.9410000000000001
10X438,FORDHAM LEADERSHIP ACADEMY,All Students,2017-18,342,128,89,67,58,135,39.5%,206,60.2%,10,,88,0.257,234,0.684,,,,,,,,,,,,,,,,,,,,,,,,,93,31,33.3%,35,37.6%,,,,,,,87,59,67.8%,25,28.7%,,,,,,,0.9410000000000001
01M458,FORSYTH SATELLITE ACADEMY,All Students,2017-18,203,16,65,79,43,117,57.6%,86,42.4%,,,70,0.345,121,0.596,,,9,4.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,All Students,2017-18,446,111,106,119,110,231,51.8%,215,48.2%,10,,171,0.38299999999999995,249,0.5579999999999999,6,1.3%,10,2.2%,,,,,,,,,,,,,,,,,,,,,44,14,31.8%,21,47.7%,,,,,,,45,31,68.9%,8,17.8%,,,,,,,0.9409999999999998
03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTIC",All Students,2017-18,466,145,129,87,105,269,57.7%,197,42.3%,,,162,0.348,276,0.5920000000000001,,,13,2.8%,,,,,,,,,,,,,,,,,,,,,118,23,19.5%,56,47.5%,32,27.1%,7,5.9%,39,33.1%,108,54,50.0%,43,39.8%,,,,,,,0.9400000000000001
08X519,FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUB,All Students,2017-18,148,11,27,43,67,70,47.3%,78,52.7%,,,29,0.196,110,0.743,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,11,7,63.6%,,,,,,,,,0.9390000000000001
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,All Students,2017-18,480,150,128,97,105,148,30.8%,332,69.2%,,,376,0.7829999999999999,75,0.156,,,,,,,,,,,,,,,,,,,,,,,,,107,36,33.6%,48,44.9%,,,,,,,99,65,65.7%,30,30.3%,,,,,,,0.939
18K566,BROOKLYN GENERATION SCHOOL,All Students,2017-18,195,56,61,43,35,70,35.9%,125,64.1%,,,157,0.805,26,0.133,6,3.1%,,,,,,,,,,,,,,,,,,,,,,,32,11,34.4%,13,40.6%,,,,,,,27,18,66.7%,7,25.9%,,,,,,,0.9380000000000001
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,All Students,2017-18,319,88,100,72,59,144,45.1%,175,54.9%,,,49,0.154,250,0.784,,,13,4.1%,,,,,,,,,,,,,,,,,,,,,50,15,30.0%,29,58.0%,,,,,,,51,38,74.5%,13,25.5%,,,,,,,0.9380000000000001
16K669,RESEARCH AND SERVICE HIGH SCHOOL,All Students,2017-18,274,52,58,88,76,115,42.0%,159,58.0%,,,209,0.763,48,0.175,,,7,2.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938
08X312,MILLENNIUM ART ACADEMY,All Students,2017-18,432,114,114,97,107,243,56.3%,189,43.8%,8,,113,0.262,292,0.6759999999999999,8,1.9%,11,2.5%,,,,,,,,,,,,,,,,,,,,,95,15,15.8%,43,45.3%,28,29.5%,9,9.5%,37,38.9%,94,48,51.1%,39,41.5%,,,,,,,0.938
08X561,BRONX COMPASS HIGH SCHOOL,All Students,2017-18,457,104,108,109,136,143,31.3%,314,68.7%,15,,142,0.311,286,0.626,,,,,,,,,,,,,,,,,,,,,,,,,100,,,53,53.0%,22,22.0%,,,,,92,48,52.2%,36,39.1%,,,,,,,0.937
09X403,BRONX INTERNATIONAL HIGH SCHOOL,All Students,2017-18,414,122,97,100,95,213,51.4%,201,48.6%,,,55,0.133,333,0.804,,,,,,,,,,,,,,,,,,,,,,,,,19,15,78.9%,,,,,,,,,46,28,60.9%,15,32.6%,,,,,,,0.937
15K462,JOHN JAY SCHOOL FOR LAW,All Students,2017-18,439,147,118,93,81,271,61.7%,168,38.3%,6,,295,0.672,116,0.264,14,3.2%,8,1.8%,,,,,,,,,,,,,,,,,,,,,134,26,19.4%,51,38.1%,48,35.8%,9,6.7%,57,42.5%,124,58,46.8%,50,40.3%,,,,,,,0.936
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,All Students,2017-18,377,96,95,93,93,198,52.5%,179,47.5%,10,,235,0.623,118,0.313,7,1.9%,7,1.9%,,,,,,,,,,,,,,,,,,,,,64,26,40.6%,20,31.3%,,,,,,,64,44,68.8%,15,23.4%,,,,,,,0.9359999999999999
05M499,FREDERICK DOUGLASS ACADEMY,All Students,2017-18,1085,273,290,270,252,499,46.0%,585,53.9%,18,,755,0.696,259,0.239,35,3.2%,18,1.7%,,,,,,,,,,,,,,,,,,,,,251,40,15.9%,99,39.4%,84,33.5%,28,11.2%,112,44.6%,226,91,40.3%,84,37.2%,44,19.5%,7,3.1%,51,22.6%,0.9349999999999999
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,All Students,2017-18,429,136,95,97,101,200,46.6%,229,53.4%,15,,96,0.22399999999999998,305,0.711,,,,,,,,,,,,,,,,,,,,,,,,,99,36,36.4%,40,40.4%,,,,,,,94,61,64.9%,29,30.9%,,,,,,,0.9349999999999999
04M409,COALITION SCHOOL FOR SOCIAL CHANGE,All Students,2017-18,121,27,32,26,36,50,41.3%,71,58.7%,,,42,0.34700000000000003,71,0.5870000000000001,,,,,,,,,,,,,,,,,,,,,,,,,18,7,38.9%,6,33.3%,,,,,,,16,12,75.0%,,,,,,,,,0.9340000000000002
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,All Students,2017-18,269,80,74,72,43,125,46.5%,144,53.5%,,,73,0.271,178,0.662,,,8,3.0%,,,,,,,,,,,,,,,,,,,,,59,,,28,47.5%,15,25.4%,,,,,62,39,62.9%,22,35.5%,,,,,,,0.933
08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,All Students,2017-18,149,37,38,35,39,68,45.6%,81,54.4%,,,73,0.49,66,0.44299999999999995,,,,,,,,,,,,,,,,,,,,,,,,,34,,,16,47.1%,10,29.4%,,,,,32,18,56.3%,10,31.3%,,,,,,,0.9329999999999999
02M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,All Students,2017-18,164,38,57,32,37,122,74.4%,42,25.6%,,,47,0.287,106,0.6459999999999999,,,,,,,,,,,,,,,,,,,,,,,,,33,10,30.3%,14,42.4%,,,,,,,28,12,42.9%,10,35.7%,,,,,,,0.9329999999999998
18K578,BROOKLYN BRIDGE ACADEMY,All Students,2017-18,191,26,44,49,72,73,38.2%,118,61.8%,,,152,0.7959999999999999,26,0.136,,,6,3.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9319999999999999
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,All Students,2017-18,335,86,96,84,69,172,51.3%,163,48.7%,,,27,0.081,285,0.851,,,11,3.3%,,,,,,,,,,,,,,,,,,,,,9,8,88.9%,,,,,,,,,22,16,72.7%,6,27.3%,,,,,,,0.9319999999999999
03M299,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,All Students,2017-18,378,104,122,85,67,206,54.5%,172,45.5%,6,,133,0.35200000000000004,219,0.579,13,3.4%,7,1.9%,,,,,,,,,,,,,,,,,,,,,56,,,19,33.9%,23,41.1%,,,,,53,23,43.4%,21,39.6%,,,,,,,0.931
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,All Students,2017-18,447,130,117,98,102,237,53.0%,210,47.0%,,,72,0.161,344,0.77,,,16,3.6%,,,,,,,,,,,,,,,,,,,,,71,25,35.2%,28,39.4%,,,,,,,68,42,61.8%,19,27.9%,,,,,,,0.931
12X478,THE CINEMA SCHOOL,All Students,2017-18,290,74,75,72,69,174,60.0%,116,40.0%,,,63,0.217,207,0.7140000000000001,,,9,3.1%,,,,,,,,,,,,,,,,,,,,,69,9,13.0%,21,30.4%,29,42.0%,10,14.5%,39,56.5%,64,21,32.8%,27,42.2%,,,,,,,0.931
12X511,BRONX ENVISION ACADEMY,All Students,2017-18,429,121,115,106,87,256,59.7%,173,40.3%,10,,143,0.33299999999999996,256,0.597,8,1.9%,12,2.8%,,,,,,,,,,,,,,,,,,,,,98,32,32.7%,33,33.7%,27,27.6%,6,6.1%,33,33.7%,95,55,57.9%,35,36.8%,,,,,,,0.9299999999999999
06M293,CITY COLLEGE ACADEMY OF THE ARTS,All Students,2017-18,345,91,93,76,85,189,54.8%,156,45.2%,,,17,0.049,304,0.8809999999999999,,,13,3.8%,,,,,,,,,,,,,,,,,,,,,88,,,30,34.1%,42,47.7%,,,,,50,,,20,40.0%,,,,,,,0.9299999999999999
02M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",All Students,2017-18,307,101,95,59,52,166,54.1%,141,45.9%,11,,123,0.401,162,0.528,,,,,,,,,,,,,,,,,,,,,,,,,86,,,38,44.2%,27,31.4%,,,,,77,46,59.7%,23,29.9%,,,,,,,0.929
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,All Students,2017-18,901,250,232,211,208,515,57.2%,386,42.8%,22,,790,0.877,46,0.051,36,4.0%,7,0.8%,,,,,,,,,,,,,,,,,,,,,233,10,4.3%,27,11.6%,92,39.5%,104,44.6%,196,84.1%,113,17,15.0%,29,25.7%,53,46.9%,14,12.4%,67,59.3%,0.928
18K576,VICTORY COLLEGIATE HIGH SCHOOL,All Students,2017-18,401,87,99,99,116,184,45.9%,217,54.1%,,,338,0.843,34,0.085,,,15,3.7%,,,,,,,,,,,,,,,,,,,,,77,26,33.8%,39,50.6%,,,,,,,72,45,62.5%,20,27.8%,,,,,,,0.9279999999999999
17K751,ACADEMY FOR HEALTH CAREERS,All Students,2017-18,359,81,98,97,83,243,67.7%,116,32.3%,,,281,0.7829999999999999,52,0.145,,,,,,,,,,,,,,,,,,,,,,,,,71,,,36,50.7%,17,23.9%,,,,,62,34,54.8%,21,33.9%,,,,,,,0.9279999999999999
10X549,DISCOVERY HIGH SCHOOL,All Students,2017-18,456,113,117,122,104,209,45.8%,247,54.2%,16,,87,0.191,336,0.737,6,1.3%,11,2.4%,,,,,,,,,,,,,,,,,,,,,89,28,31.5%,37,41.6%,,,,,,,85,51,60.0%,27,31.8%,,,,,,,0.9279999999999999
19K409,EAST NEW YORK FAMILY ACADEMY,All Students,2017-18,276,125,71,53,27,129,46.7%,147,53.3%,11,,169,0.612,87,0.315,,,,,,,,,,,,,,,,,,,,,,,,,86,,,41,47.7%,26,30.2%,,,,,85,38,44.7%,29,34.1%,,,,,,,0.927
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,All Students,2017-18,262,59,65,77,61,143,54.6%,119,45.4%,11,,191,0.7290000000000001,52,0.198,,,,,,,,,,,,,,,,,,,,,,,,,40,18,45.0%,15,37.5%,,,,,,,39,26,66.7%,11,28.2%,,,,,,,0.927
11X265,BRONX LAB SCHOOL,All Students,2017-18,399,120,103,102,74,152,38.1%,247,61.9%,7,,134,0.336,236,0.591,10,2.5%,12,3.0%,,,,,,,,,,,,,,,,,,,,,95,,,43,45.3%,25,26.3%,,,,,84,52,61.9%,29,34.5%,,,,,,,0.927
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,All Students,2017-18,204,70,51,43,40,135,66.2%,69,33.8%,,,114,0.5589999999999999,75,0.368,,,7,3.4%,,,,,,,,,,,,,,,,,,,,,54,,,22,40.7%,17,31.5%,,,,,51,29,56.9%,18,35.3%,,,,,,,0.9269999999999999
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,All Students,2017-18,272,72,70,69,61,127,46.7%,145,53.3%,,,48,0.17600000000000002,204,0.75,,,,,,,,,,,,,,,,,,,,,,,,,35,14,40.0%,16,45.7%,,,,,,,31,23,74.2%,7,22.6%,,,,,,,0.926
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,All Students,2017-18,454,112,113,114,115,296,65.2%,158,34.8%,20,,348,0.767,72,0.159,,,,,,,,,,,,,,,,,,,,,,,,,106,10,9.4%,26,24.5%,53,50.0%,17,16.0%,70,66.0%,94,22,23.4%,49,52.1%,17,18.1%,6,6.4%,23,24.5%,0.926
11X455,HARRY S TRUMAN HIGH SCHOOL,All Students,2017-18,2000,684,522,379,415,823,41.2%,1177,58.9%,56,,1031,0.516,819,0.41,36,1.8%,58,2.9%,,,,,,,,,,,,,,,,,,,,,409,120,29.3%,176,43.0%,91,22.2%,22,5.4%,113,27.6%,392,243,62.0%,130,33.2%,,,,,,,0.9259999999999999
03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",All Students,2017-18,397,102,105,105,85,211,53.1%,185,46.6%,10,,136,0.34299999999999997,231,0.5820000000000001,11,2.8%,9,2.3%,,,,,,,,,,,,,,,,,,,,,89,17,19.1%,37,41.6%,29,32.6%,6,6.7%,35,39.3%,74,34,45.9%,26,35.1%,,,,,,,0.925
02M419,LANDMARK HIGH SCHOOL,All Students,2017-18,348,81,94,100,73,189,54.3%,159,45.7%,11,,116,0.33299999999999996,206,0.5920000000000001,6,1.7%,9,2.6%,,,,,,,,,,,,,,,,,,,,,59,,,30,50.8%,,,,,,,58,31,53.4%,24,41.4%,,,,,,,0.925
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",All Students,2017-18,427,131,106,103,87,272,63.7%,155,36.3%,,,96,0.225,299,0.7,19,4.4%,,,,,,,,,,,,,,,,,,,,,,,112,19,17.0%,38,33.9%,44,39.3%,11,9.8%,55,49.1%,103,37,35.9%,45,43.7%,,,,,,,0.9249999999999999
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,All Students,2017-18,406,93,87,104,122,221,54.4%,185,45.6%,,,356,0.877,19,0.047,16,3.9%,,,,,,,,,,,,,,,,,,,,,,,79,,,34,43.0%,29,36.7%,,,,,45,23,51.1%,20,44.4%,,,,,,,0.924
29Q248,QUEENS PREPARATORY ACADEMY,All Students,2017-18,415,72,108,113,122,202,48.7%,213,51.3%,,,344,0.8290000000000001,39,0.094,,,,,,,,,,,,,,,,,,,,,,,,,42,15,35.7%,18,42.9%,,,,,,,40,22,55.0%,15,37.5%,,,,,,,0.923
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,All Students,2017-18,424,126,85,101,112,294,69.3%,130,30.7%,16,,328,0.774,63,0.149,8,1.9%,9,2.1%,,,,,,,,,,,,,,,,,,,,,103,18,17.5%,35,34.0%,34,33.0%,16,15.5%,50,48.5%,94,40,42.6%,41,43.6%,,,,,,,0.923
13K670,BENJAMIN BANNEKER ACADEMY,All Students,2017-18,844,248,200,203,193,455,53.9%,389,46.1%,36,,686,0.813,93,0.11,18,2.1%,11,1.3%,,,,,,,,,,,,,,,,,,,,,230,27,11.7%,67,29.1%,103,44.8%,33,14.3%,136,59.1%,184,52,28.3%,77,41.8%,45,24.5%,10,5.4%,55,29.9%,0.9229999999999999
07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,All Students,2017-18,436,117,129,113,77,205,47.0%,231,53.0%,19,,65,0.149,337,0.773,8,1.8%,7,1.6%,,,,,,,,,,,,,,,,,,,,,23,21,91.3%,,,,,,,,,33,30,90.9%,,,,,,,,,0.922
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,All Students,2017-18,270,80,58,66,66,141,52.2%,129,47.8%,12,,67,0.248,182,0.674,,,,,,,,,,,,,,,,,,,,,,,,,77,14,18.2%,22,28.6%,29,37.7%,12,15.6%,41,53.2%,73,28,38.4%,28,38.4%,,,,,,,0.922
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND",All Students,2017-18,489,164,129,116,80,364,74.4%,125,25.6%,14,,144,0.294,307,0.628,8,1.6%,16,3.3%,,,,,,,,,,,,,,,,,,,,,107,21,19.6%,51,47.7%,29,27.1%,6,5.6%,35,32.7%,97,61,62.9%,30,30.9%,,,,,,,0.9219999999999999
01M650,CASCADES HIGH SCHOOL,All Students,2017-18,241,34,80,73,54,132,54.8%,109,45.2%,10,,95,0.39399999999999996,127,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,All Students,2017-18,594,134,144,156,160,235,39.6%,359,60.4%,21,,379,0.638,168,0.28300000000000003,11,1.9%,15,2.5%,,,,,,,,,,,,,,,,,,,,,122,26,21.3%,52,42.6%,37,30.3%,7,5.7%,44,36.1%,115,56,48.7%,45,39.1%,,,,,,,0.921
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,All Students,2017-18,192,37,51,41,63,83,43.2%,109,56.8%,,,146,0.76,31,0.161,,,11,5.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.921
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,All Students,2017-18,488,151,116,117,104,285,58.4%,203,41.6%,12,,133,0.273,316,0.648,11,2.3%,16,3.3%,,,,,,,,,,,,,,,,,,,,,123,25,20.3%,49,39.8%,39,31.7%,10,8.1%,49,39.8%,113,52,46.0%,37,32.7%,,,,,,,0.921
04M310,THE JUDITH S. KAYE HIGH SCHOOL,All Students,2017-18,75,22,30,13,10,25,33.3%,50,66.7%,,,32,0.42700000000000005,37,0.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,All Students,2017-18,399,140,118,72,69,63,15.8%,336,84.2%,12,,114,0.28600000000000003,253,0.634,9,2.3%,11,2.8%,,,,,,,,,,,,,,,,,,,,,97,29,29.9%,42,43.3%,,,,,,,93,56,60.2%,31,33.3%,,,,,,,0.92
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,All Students,2017-18,449,118,120,105,106,238,53.0%,211,47.0%,11,,302,0.6729999999999999,111,0.247,18,4.0%,7,1.6%,,,,,,,,,,,,,,,,,,,,,111,15,13.5%,46,41.4%,37,33.3%,13,11.7%,50,45.0%,100,39,39.0%,49,49.0%,,,,,,,0.9199999999999999
10X351,BRONX COLLABORATIVE HIGH SCHOOL,All Students,2017-18,553,161,135,128,129,270,48.8%,283,51.2%,11,,165,0.298,344,0.622,11,2.0%,22,4.0%,,,,,,,,,,,,,,,,,,,,,140,34,24.3%,59,42.1%,36,25.7%,11,7.9%,47,33.6%,125,65,52.0%,46,36.8%,,,,,,,0.9199999999999999
17K408,ACADEMY OF HOSPITALITY AND TOURISM,All Students,2017-18,208,74,59,33,42,100,48.1%,108,51.9%,,,163,0.784,28,0.135,,,12,5.8%,,,,,,,,,,,,,,,,,,,,,33,10,30.3%,15,45.5%,,,,,,,33,18,54.5%,14,42.4%,,,,,,,0.919
04M680,"HERITAGE SCHOOL, THE",All Students,2017-18,294,86,94,67,47,141,48.0%,153,52.0%,,,76,0.259,194,0.66,,,11,3.7%,,,,,,,,,,,,,,,,,,,,,64,,,34,53.1%,,,,,,,53,37,69.8%,11,20.8%,,,,,,,0.919
02M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,All Students,2017-18,394,112,111,85,86,127,32.2%,267,67.8%,,,102,0.259,260,0.66,,,19,4.8%,,,,,,,,,,,,,,,,,,,,,105,24,22.9%,41,39.0%,34,32.4%,6,5.7%,40,38.1%,90,32,35.6%,45,50.0%,,,,,,,0.919
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHN",All Students,2017-18,872,237,277,164,194,296,33.9%,576,66.1%,39,,277,0.318,523,0.6,17,1.9%,16,1.8%,,,,,,,,,,,,,,,,,,,,,196,43,21.9%,88,44.9%,52,26.5%,13,6.6%,65,33.2%,174,85,48.9%,70,40.2%,,,,,,,0.9179999999999999
